RevenueHCPCSCd,Category1,Category2,Category3,Category2Rank,Category3Rank
E2673,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2674,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2675,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2676,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2677,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2678,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2679,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2680,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2681,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2682,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2683,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2684,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2685,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2686,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2687,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2688,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2689,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2690,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2691,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2692,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2693,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2694,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2695,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2696,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2697,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2698,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2699,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2700,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2701,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2702,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2703,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2704,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2705,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2706,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2707,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2708,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2709,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2710,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2711,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2712,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2713,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2714,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2715,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2716,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2717,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2718,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2719,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2720,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2721,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2722,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2723,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2724,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2725,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2726,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2727,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2728,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2729,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2730,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2731,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2732,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2733,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2734,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2735,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2736,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2737,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2738,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2739,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2740,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2741,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2742,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2743,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2744,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2745,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2746,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2747,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2748,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2749,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2750,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2751,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2752,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2753,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2754,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2755,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2756,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2757,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2758,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2759,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2760,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2761,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2762,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2763,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2764,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2765,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2766,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2767,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2768,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2769,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2770,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2771,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2772,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2773,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2774,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2775,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2776,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2777,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2778,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2779,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2780,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2781,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2782,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2783,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2784,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2785,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2786,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2787,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2788,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2789,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2790,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2791,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2792,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2793,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2794,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2795,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2796,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2797,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2798,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2799,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2800,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2801,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2802,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2803,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2804,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2805,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2806,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2807,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2808,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2809,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2810,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2811,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2812,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2813,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2814,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2815,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2816,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2817,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2818,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2819,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2820,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2821,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2822,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2823,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2824,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2825,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2826,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2827,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2828,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2829,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2830,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2831,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2832,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2833,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2834,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2835,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2836,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2837,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2838,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2839,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2840,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2841,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2842,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2843,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2844,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2845,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2846,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2847,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2848,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2849,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2850,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2851,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2852,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2853,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2854,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2855,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2856,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2857,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2858,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2859,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2860,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2861,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2862,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2863,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2864,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2865,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2866,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2867,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2868,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2869,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2870,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2871,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2872,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2873,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2874,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2875,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2876,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2877,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2878,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2879,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2880,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2881,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2882,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2883,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2884,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2885,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2886,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2887,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2888,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2889,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2890,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2891,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2892,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2893,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2894,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2895,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2896,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2897,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2898,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2899,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2900,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2901,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2902,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2903,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2904,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2905,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2906,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2907,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2908,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2909,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2910,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2911,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2912,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2913,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2914,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2915,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2916,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2917,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2918,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2919,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2920,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2921,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2922,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2923,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2924,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2925,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2926,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2927,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2928,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2929,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2930,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2931,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2932,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2933,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2934,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2935,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2936,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2937,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2938,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2939,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2940,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2941,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2942,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2943,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2944,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2945,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2946,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2947,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2948,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2949,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2950,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2951,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2952,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2953,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2954,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2955,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2956,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2957,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2958,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2959,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2960,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2961,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2962,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2963,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2964,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2965,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2966,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2967,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2968,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2969,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2970,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2971,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2972,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2973,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2974,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2975,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2976,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2977,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2978,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2979,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2980,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2981,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2982,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2983,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2984,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2985,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2986,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2987,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2988,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2989,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2990,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2991,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2992,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2993,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2994,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2995,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2996,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2997,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2998,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E2999,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3000,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3001,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3002,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3003,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3004,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3005,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3006,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3007,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3008,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3009,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3010,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3011,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3012,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3013,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3014,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3015,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3016,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3017,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3018,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3019,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3020,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3021,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3022,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3023,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3024,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3025,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3026,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3027,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3028,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3029,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3030,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3031,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3032,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3033,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3034,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3035,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3036,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3037,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3038,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3039,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3040,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3041,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3042,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3043,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3044,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3045,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3046,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3047,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3048,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3049,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3050,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3051,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3052,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3053,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3054,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3055,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3056,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3057,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3058,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3059,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3060,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3061,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3062,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3063,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3064,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3065,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3066,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3067,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3068,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3069,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
E3070,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
